file_name,file_type,requirement,path,exists,size_kb,status
stage03_input_file_manifest.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_input_file_manifest.csv,True,1.77,OK
stage03_input_safety_checks.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_input_safety_checks.csv,True,0.17,OK
chroma_collections_manifest.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\chroma_collections_manifest.csv,True,0.65,OK
chroma_collections_manifest.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\chroma_collections_manifest.xlsx,True,5.02,OK
chroma_collections_manifest.json,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\chroma_collections_manifest.json,True,1.26,OK
corpus_summary_by_chunking_strategy.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\corpus_summary_by_chunking_strategy.csv,True,0.38,OK
embedding_generation_summary.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\embedding_generation_summary.csv,True,0.49,OK
embedding_generation_summary.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\embedding_generation_summary.xlsx,True,5.07,OK
stage03_final_runnable_evaluation_dataset.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_runnable_evaluation_dataset.csv,True,36.86,OK
retrieval_evaluation_detailed_results.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\retrieval_evaluation_detailed_results.csv,True,2728.18,OK
retrieval_evaluation_summary.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\retrieval_evaluation_summary.csv,True,1.41,OK
retrieval_evaluation_summary.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\retrieval_evaluation_summary.xlsx,True,5.82,OK
retrieval_summary_by_eval_type.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\retrieval_summary_by_eval_type.csv,True,3.28,OK
retrieval_summary_by_eval_type.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\retrieval_summary_by_eval_type.xlsx,True,6.63,OK
best_retrieval_config.json,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\best_retrieval_config.json,True,0.3,OK
best_config_error_summary.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\best_config_error_summary.csv,True,0.18,OK
best_config_failures_at_5.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\best_config_failures_at_5.csv,True,1.08,OK
out_of_scope_retrieval_behavior.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\out_of_scope_retrieval_behavior.csv,True,0.0,OK
reliability_gate_score_calibration.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\reliability_gate_score_calibration.csv,True,0.17,OK
stage03_rag_retriever_context_examples.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_rag_retriever_context_examples.csv,True,119.4,OK
stage03_rag_retriever_context_examples.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_rag_retriever_context_examples.xlsx,True,35.59,OK
stage03_best_retriever_ready_for_llm_config.json,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_best_retriever_ready_for_llm_config.json,True,0.34,OK
voice_router_rag_integration_test_raw.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_raw.csv,True,2.84,OK
voice_router_rag_integration_test_raw.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_raw.xlsx,True,6.29,OK
voice_router_rag_integration_test_display.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_display.csv,True,3.3,OK
voice_router_rag_integration_test_display.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_display.xlsx,True,6.37,OK
voice_router_rag_integration_test_save_manifest.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_save_manifest.csv,True,0.79,OK
stage03_final_retrieval_report.json,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_retrieval_report.json,True,2.78,OK
stage03_final_summary_table.csv,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_summary_table.csv,True,0.44,OK
stage03_final_summary_table.xlsx,data_or_report,required,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_summary_table.xlsx,True,5.07,OK
stage03_input_file_manifest.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_input_file_manifest.xlsx,True,5.25,OK
stage03_input_safety_checks.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_input_safety_checks.xlsx,True,4.88,OK
stage03_final_runnable_evaluation_dataset.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_runnable_evaluation_dataset.xlsx,True,17.87,OK
legal_extra_questions_gold_id_review_candidates.csv,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\legal_extra_questions_gold_id_review_candidates.csv,True,402.96,OK
legal_extra_questions_gold_id_review_candidates.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\legal_extra_questions_gold_id_review_candidates.xlsx,False,0.0,MISSING_OPTIONAL
legal_extra_questions_gold_id_reviewed.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\legal_extra_questions_gold_id_reviewed.xlsx,True,85.35,OK
stage03_final_runnable_evaluation_dataset_with_reviewed_extra.csv,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_final_runnable_evaluation_dataset_with_reviewed_extra.csv,False,0.0,MISSING_OPTIONAL
legal_retrieval_evaluation_summary.csv,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\legal_retrieval_evaluation_summary.csv,False,0.0,MISSING_OPTIONAL
legal_retrieval_evaluation_summary.xlsx,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\legal_retrieval_evaluation_summary.xlsx,False,0.0,MISSING_OPTIONAL
best_legal_retrieval_config.json,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\best_legal_retrieval_config.json,False,0.0,MISSING_OPTIONAL
voice_router_rag_integration_test_styled.html,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\voice_router_rag_integration_test_styled.html,True,13.6,OK
stage03_eval_missing_gold_reference.csv,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_eval_missing_gold_reference.csv,False,0.0,MISSING_OPTIONAL
stage03_eval_gold_not_available_in_index.csv,data_or_report,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\08_stage03_rag_results\stage03_eval_gold_not_available_in_index.csv,True,149.45,OK
stage03_01_best_config_performance_by_eval_type.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_01_best_config_performance_by_eval_type.png,True,103.84,OK
stage03_01_top_retrieval_configurations_by_mrr.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_01_top_retrieval_configurations_by_mrr.png,True,173.95,OK
stage03_02_legal_top_configurations_by_mrr.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_02_legal_top_configurations_by_mrr.png,True,145.93,OK
stage03_02_top_retrieval_configurations_by_recall5.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_02_top_retrieval_configurations_by_recall5.png,True,180.12,OK
stage03_03_accuracy_latency_tradeoff.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_03_accuracy_latency_tradeoff.png,True,145.19,OK
stage03_03_retrieval_quality_vs_latency.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_03_retrieval_quality_vs_latency.png,True,77.69,OK
stage03_04_best_config_recall5_by_eval_type.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_04_best_config_recall5_by_eval_type.png,True,74.82,OK
stage03_04_reliability_gate_calibration.png,figure,optional,C:\Users\PC\Desktop\data collection code\saudi_labor_law_voice_agent_project\05_reports\figures_stage03\stage03_04_reliability_gate_calibration.png,True,64.33,OK
