eval_id,eval_type,diagnostic_method,question,gold_article_numbers,parsed_gold_articles,original_top5_article_numbers,parsed_top5_article_numbers,full_hit_at_1,full_hit_at_3,full_hit_at_5,full_rr,full_ndcg_at_5,diagnostic_hit_at_1,diagnostic_hit_at_3,diagnostic_hit_at_5,diagnostic_rr,diagnostic_ndcg_at_5,diagnostic_first_match_rank,latency_sec
FAQ_INDEXED_RETRIEVAL_0074,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة الخدمات المقدمة في نظام مُدد لإدارة الرواتب؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.31065940856933594
FAQ_INDEXED_RETRIEVAL_0075,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان تمكن البوابة والانظمة التابعة لها المستخدم من تعديل بياناته؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.31242871284484863
FAQ_INDEXED_RETRIEVAL_0076,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة المقصود بنصف صافي راتب الموظف مكفوف اليد ومن في حكمه وفقاً للمادة (19) من نظام الخدمة المدنية؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3338308334350586
FAQ_INDEXED_RETRIEVAL_0077,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق الموظف المنتدب من خارج المملكة إلى داخلها لبدل التمثيل الدبلوماسي الذي يتقاضاه نتيجة عمله في الخارج؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3407313823699951
FAQ_INDEXED_RETRIEVAL_0078,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة أقدم شكوى على أحد الموظفين في مكاتب العمل؟ وما الحل إذا لم تتم الإفادة من المدير المباشر؟,,,nan|nan|nan|16.0|nan,16,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3480386734008789
FAQ_INDEXED_RETRIEVAL_0079,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماهي آلية احتساب نسب التوطين بعد تطبيق نطاقات المطور؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3290390968322754
FAQ_INDEXED_RETRIEVAL_0080,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: مدة عمل عقد العامل السعودي؟,,,nan|53.0|74.0|nan|55.0,53|74|55,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.32465457916259766
FAQ_INDEXED_RETRIEVAL_0081,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يعامل العامل غير السعودي المعين على بند الأجور من حيث بدل النقل بعد صدور لائحة المعيّن على بند الأجور؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.32549071311950684
FAQ_INDEXED_RETRIEVAL_0082,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما خطوات تنفيذ الخدمة؟,,,nan|nan|nan|21.0|243.0,21|243,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.2942075729370117
FAQ_INDEXED_RETRIEVAL_0083,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى إمكانية صرف بدل التفرغ للطبيبات خلال إجازة الوضع والإجازة العادية؟,,,nan|nan|nan|151.0|nan,151,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.37531161308288574
FAQ_INDEXED_RETRIEVAL_0084,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان تسري أحكام لائحة المعينين على بند الأجور الصادرة بقرار مجلس الخدمة المدنية رقم (141) لسنة 1399هـ على العمال غير السعوديين؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3344156742095947
FAQ_INDEXED_RETRIEVAL_0085,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان الخدمة متاحة للعامل؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.24272894859313965
FAQ_INDEXED_RETRIEVAL_0086,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى صرف بدل تعيين لمن يتم تعيينه بوظيفة خاضعة لنظام الخدمة المدنية أو لائحة المستخدمين وله خدمة سابقة على بند الأجور؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.35353565216064453
FAQ_INDEXED_RETRIEVAL_0087,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماذا يقصد ببرنامج نطاقات المطور؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.31432104110717773
FAQ_INDEXED_RETRIEVAL_0088,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان يجب ان يكون العامل مسجل على منشاة؟,,,nan|nan|nan|15.0|nan,15,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3291645050048828
FAQ_INDEXED_RETRIEVAL_0089,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى نظامية منح الموظف بعد تعيينه وفقاً لنظام الخدمة المدنية إجازة عادية من رصيده من الإجازات عندما كان مستخدماً؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3309304714202881
FAQ_INDEXED_RETRIEVAL_0090,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى إمكانية صرف بدل الترحيل المنصوص عليه بالمادة (39/أ) من لائحة الحقوق والمزايا المالية للموظف المنقول من بلد إلى آخر تبعاً لوظيفته؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.35488176345825195
FAQ_INDEXED_RETRIEVAL_0091,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استفادة العامل المعين على بند الأجور من مدد الغياب عن العمل براتب كامل الواردة في نظام الخدمة المدنية ولوائحه التنفيذية؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3460507392883301
FAQ_INDEXED_RETRIEVAL_0092,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يمكنني معرفة إذا كنت مؤهل لتوثيق عقدي مع العامل/ة؟,,,nan|nan|nan|51.0|nan,51,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3335413932800293
FAQ_INDEXED_RETRIEVAL_0093,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان تحتسب مدة الإجازة الاستثنائية لغرض إكمال مدة السنة المطلوب إمضاءها لغرض التمتع بالإجازة العادية؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3344271183013916
FAQ_INDEXED_RETRIEVAL_0094,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة نظام إدارة الرواتب؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3154566287994385
FAQ_INDEXED_RETRIEVAL_0095,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق الموظف مكفوف اليد للعلاوة الدورية إذا انتهى كف يده بغير الفصل وعاد إلى عمله؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3619668483734131
FAQ_INDEXED_RETRIEVAL_0096,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: في الاله الحاسبة الخاصة ببرنامج نطاقات المطور هل يتم اضافه كافة العاملين ام السعوديين فقط؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3439507484436035
FAQ_INDEXED_RETRIEVAL_0097,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى إمكانية نقل العسكري إلى وظيفة مدنية؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.32251644134521484
FAQ_INDEXED_RETRIEVAL_0098,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماهي الحقوق العامة في عقد العمل؟,,,nan|18.0|51.0|8.0|5.0,18|51|8|5,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3292200565338135
FAQ_INDEXED_RETRIEVAL_0099,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يعامل الموظف المتدرب في الداخل أو الخارج في حالة إصابته بمرض وحصوله على إجازة مرضية؟,,,nan|117.0|nan|nan|nan,117,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.35645103454589844
FAQ_INDEXED_RETRIEVAL_0100,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماهي شروط وضوابط الإجازات للعامل؟,,,nan|109.0|114.0|115.0|113.0,109|114|115|113,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3324241638183594
FAQ_INDEXED_RETRIEVAL_0101,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى امكانية صرف مكافأة نهاية الخدمة المنصوص عليها بالمادة (53) من لائحة الحقوق والمزايا المالية للعامل المعين على بند الأجور عند انتهاء خدمته؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3712732791900635
FAQ_INDEXED_RETRIEVAL_0102,faq_paraphrase_retrieval,full_corpus_reference_for_faq,في أي حالة ينتهي عقد العمل؟,,,74.0|nan|79.0|55.0|nan,74|79|55,0,1,1,0.5,0.6309297535714575,0,1,1,0.5,0.6309297535714575,,0.2890055179595947
FAQ_INDEXED_RETRIEVAL_0103,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: موظف منح إجازة عادية بعد عطلة أحد العيدين مباشرة وبعد انتهاء الإجازة الممنوحة له تغيب عن العمل، فهل يعامل في هذه الحالة عن فترة الغياب بموجب قرار مجلس الوزراء الموقر رقم (747) لسنة 1391هـ القاضي بمضاعفة الحسم على من يتغيب عن العمل بعد إجازة العيد؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.40616559982299805
FAQ_INDEXED_RETRIEVAL_0104,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يمكن تصحيح فرع المنشأة الذي يعمل فيها العامل ونقله إلى الفرع الصحيح؟,,,nan|nan|7.0|58.0|18.0,7|58|18,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3385469913482666
FAQ_INDEXED_RETRIEVAL_0105,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماذا يحتوي عقد العمل؟,,,nan|nan|52.0|50.0|51.0,52|50|51,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.32706403732299805
FAQ_INDEXED_RETRIEVAL_0106,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يتم التحقق من استلام العامل للأجر الذي سيتم التنفيذ عليه في عقد العمل الموثق سندًا تنفيذيًا؟,,,nan|nan|nan|nan|52.0,52,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3465158939361572
FAQ_INDEXED_RETRIEVAL_0107,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة عدد أيام الإجازة بحالة زواج العامل؟,,,nan|113.0|nan|nan|nan,113,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3227856159210205
FAQ_INDEXED_RETRIEVAL_0108,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة الحسابات التي يمكنني تفعيلها للموظفين للتعديل في حساب مدد الخاص بنظام إدارة الرواتب؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3517751693725586
FAQ_INDEXED_RETRIEVAL_0109,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ماهي اشتراطات فترة التجربة؟,,,nan|54.0|53.0|nan|nan,54|53,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.33583712577819824
FAQ_INDEXED_RETRIEVAL_0110,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان النسخة العربية وغير العربية متطابقة من حيث الخدمات والوظائف والعرض في الأنظمة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.35933923721313477
FAQ_INDEXED_RETRIEVAL_0111,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يتم الاستفادة من خدمة التنقل الوظيفي للعمال الوافدين بين المنشآت؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.2668888568878174
FAQ_INDEXED_RETRIEVAL_0112,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة أنواع الشكاوى التي يمكن أن يقدمها الموظف على صاحب العمل؟,,,nan|nan|202.0|nan|91.0,202|91,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3423795700073242
FAQ_INDEXED_RETRIEVAL_0113,faq_paraphrase_retrieval,full_corpus_reference_for_faq,هل مسموح نظاماً لصاحب العمل تشغيل المرأة العاملة بعد الوضع بمدة أقل من 6 أسابيع؟,,,nan|155.0|151.0|154.0|160.0,155|151|154|160,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3491957187652588
FAQ_INDEXED_RETRIEVAL_0114,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان هناك لائحة وقانون يحمي الأطفال من العنف الأسري؟,,,nan|nan|7.0|nan|146.0,7|146,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3072965145111084
FAQ_INDEXED_RETRIEVAL_0115,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقةية تعويض العامل المعين على بند الأجور عن رصيده من الاجازات العادية عند انتهاء خدمته؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3475186824798584
FAQ_INDEXED_RETRIEVAL_0116,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: موظف مددت خدمته لمدة سنتين بعد بلوغه السن النظامية، ولم يرغب في إكمال مدة التمديد فهل يستحق مكافأة نهاية الخدمة المنصوص عليها بالمادة (53) من لائحة الحقوق والمزايا المالية؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.386699914932251
FAQ_INDEXED_RETRIEVAL_0117,faq_paraphrase_retrieval,full_corpus_reference_for_faq,هل يستطيع نقل العمالة داخل الكيان الواحد؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.29833221435546875
FAQ_INDEXED_RETRIEVAL_0118,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان تغطي الوثيقة النفقات الطبية اللازمة لعلاج العامل المنزلي بالمستشفيات الخاصة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3371601104736328
FAQ_INDEXED_RETRIEVAL_0119,faq_paraphrase_retrieval,full_corpus_reference_for_faq,هل يستطيع إلغاء التأشيرة المصدرة من مساند؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3166697025299072
FAQ_INDEXED_RETRIEVAL_0120,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق الموظف الذي يشغل وظيفة خاضعة لنظام مباشرة الأموال العامة ويمارس عمل وظيفة أخرى خاضعة لنفس النظام لمكافأة مباشرة الأموال العامة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3478355407714844
FAQ_INDEXED_RETRIEVAL_0121,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان يحسم من راتب الموظف أيام غيابه عن العمل نتيجة مثوله أمام الجهات القضائية في الدعوى التي أقامها؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3584327697753906
FAQ_INDEXED_RETRIEVAL_0122,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: موظف بعد احالته على التقاعد لبلوغ السن النظامية صدر بحقه حكم نهائي من ديوان المظالم بإدانته بجريمتي التزوير والاستعمال ولم تكف يده عن العمل لعدم علم جهته بالقضية، فكيف تتم معالجة وضعه؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.382993221282959
FAQ_INDEXED_RETRIEVAL_0123,faq_paraphrase_retrieval,full_corpus_reference_for_faq,هل يستطيع تعديل المهنة بعد تطبيق المبادرة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3195993900299072
FAQ_INDEXED_RETRIEVAL_0124,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان يستحق الموظف التعويض عن إجازته العادية إذا استقال قبل إكمال مدة التجربة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3552277088165283
FAQ_INDEXED_RETRIEVAL_0125,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يمكن الاستفادة من الخدمة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.28452539443969727
FAQ_INDEXED_RETRIEVAL_0126,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة فترة الراحة اليومية للرضاعة؟,,,nan|154.0|17.0|nan|nan,154|17,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.3025932312011719
FAQ_INDEXED_RETRIEVAL_0127,faq_paraphrase_retrieval,full_corpus_reference_for_faq,في أي حالة يتاح تجديد رخصة العمل؟,,,nan|35.0|nan|30.0|nan,35|30,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.300579309463501
FAQ_INDEXED_RETRIEVAL_0128,faq_paraphrase_retrieval,full_corpus_reference_for_faq,ما طريقة يتم حماية حقوق العامل؟,,,nan|nan|nan|61.0|81.0,61|81,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.33065152168273926
FAQ_INDEXED_RETRIEVAL_0129,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق الموظف المتدرب لمكافآت وبدلات التدريب عن فترة إجازات الأعياد التي تقع أثناء مدة برنامج الدورة؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.338733434677124
FAQ_INDEXED_RETRIEVAL_0130,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة ما إذا كان يحسب من عمره أقل من 18 سنة ضمن نسبة التوطين؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.32371973991394043
FAQ_INDEXED_RETRIEVAL_0131,faq_paraphrase_retrieval,full_corpus_reference_for_faq,أريد معرفة شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟,,,nan|nan|nan|nan|nan,,1,1,1,1.0,1.0,1,1,1,1.0,1.0,,0.30617356300354004
122,legal_article_retrieval,article_number_diagnostic_for_legal,كم مدة فترة التجربة في نظام العمل السعودي؟,53,53,53.0|54.0|nan|nan|2.0,53|54|2,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.31934642791748047
123,legal_article_retrieval,article_number_diagnostic_for_legal,هل يجوز وضع العامل تحت التجربة أكثر من مرة لدى نفس صاحب العمل؟,54,54,54.0|nan|53.0|118.0|nan,54|53|118,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3270392417907715
124,legal_article_retrieval,article_number_diagnostic_for_legal,ما الحد الأقصى لساعات العمل اليومية في نظام العمل؟,98,98,106.0|nan|99.0|nan|98.0,106|99|98,0,0,1,0.2,0.38685280723454163,0,1,1,0.333333,0.5,3.0,0.34052324295043945
125,legal_article_retrieval,article_number_diagnostic_for_legal,ما الحد الأقصى لساعات العمل الأسبوعية؟,98,98,nan|106.0|nan|100.0|6.0,106|100|6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,0.3262510299682617
126,legal_article_retrieval,article_number_diagnostic_for_legal,هل تختلف ساعات العمل في شهر رمضان؟,98,98,nan|98.0|164.0|102.0|104.0,98|164|102|104,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.3198206424713135
127,legal_article_retrieval,article_number_diagnostic_for_legal,ما مدة الإجازة السنوية المستحقة للعامل؟,109,109,nan|109.0|114.0|105.0|nan,109|114|105,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.3128328323364258
128,legal_article_retrieval,article_number_diagnostic_for_legal,متى تزيد الإجازة السنوية إلى ثلاثين يومًا؟,109,109,109.0|nan|nan|117.0|nan,109|117,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.32221317291259766
129,legal_article_retrieval,article_number_diagnostic_for_legal,هل يستحق العامل أجرًا عن أيام الإجازة غير المستخدمة عند انتهاء العمل؟,111,111,nan|111.0|nan|109.0|nan,111|109,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.32989954948425293
130,legal_article_retrieval,article_number_diagnostic_for_legal,هل يستحق العامل إجازة عند الزواج أو وفاة أحد الأقارب؟,113,113,113.0|nan|nan|nan|nan,113,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.32432007789611816
131,legal_article_retrieval,article_number_diagnostic_for_legal,هل للعامل الحق في إجازة مرضية؟,117,117,117.0|82.0|nan|nan|nan,117|82,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.31255674362182617
132,legal_article_retrieval,article_number_diagnostic_for_legal,ما حالات انتهاء عقد العمل؟,74,74,74.0|nan|nan|55.0|nan,74|55,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.2865025997161865
133,legal_article_retrieval,article_number_diagnostic_for_legal,ما مدة الإشعار عند إنهاء العقد غير محدد المدة؟,75,75,nan|75.0|76.0|55.0|77.0,75|76|55|77,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.3071479797363281
134,legal_article_retrieval,article_number_diagnostic_for_legal,متى يستحق العامل تعويضًا عند إنهاء العقد لسبب غير مشروع؟,77,77,77.0|nan|nan|80.0|75.0,77|80|75,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3273200988769531
135,legal_article_retrieval,article_number_diagnostic_for_legal,متى يجوز لصاحب العمل إنهاء العقد دون مكافأة أو تعويض؟,80,80,80.0|nan|182.0|nan|54.0,80|182|54,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3323073387145996
136,legal_article_retrieval,article_number_diagnostic_for_legal,متى يجوز للعامل ترك العمل دون إشعار مع احتفاظه بحقوقه؟,81,81,81.0|nan|78.0|80.0|nan,81|78|80,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3289046287536621
137,legal_article_retrieval,article_number_diagnostic_for_legal,متى يستحق العامل مكافأة نهاية الخدمة؟,"84,85",84|85,nan|84.0|85.0|nan|nan,84|85,0,1,1,0.5,0.6934264036172708,1,1,1,1.0,1.0,1.0,0.3226048946380615
138,legal_article_retrieval,article_number_diagnostic_for_legal,هل يحق لصاحب العمل نقل العامل من مكان عمله الأصلي؟,58,58,58.0|nan|nan|nan|nan,58,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3290529251098633
139,legal_article_retrieval,article_number_diagnostic_for_legal,ما المقصود بعقد العمل في نظام العمل؟,50,50,nan|50.0|nan|5.0|2.0,50|5|2,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.31470489501953125
140,legal_article_retrieval,article_number_diagnostic_for_legal,كيف يتم دفع أجر العامل؟,90,90,90.0|nan|88.0|84.0|nan,90|88|84,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.3153066635131836
141,legal_article_retrieval,article_number_diagnostic_for_legal,ما واجبات صاحب العمل تجاه العامل؟,61,61,61.0|64.0|nan|65.0|88.0,61|64|65|88,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.32424497604370117
142,legal_article_retrieval,article_number_diagnostic_for_legal,ما التزامات العامل في نظام العمل؟,65,65,65.0|64.0|81.0|83.0|80.0,65|64|81|83|80,1,1,1,1.0,1.0,1,1,1,1.0,1.0,1.0,0.31638383865356445
143,legal_article_retrieval,article_number_diagnostic_for_legal,ما الحد الأقصى لساعات العمل الإضافية وكيف تُحتسب؟,107,107,nan|nan|107.0|106.0|nan,107|106,0,1,1,0.3333333333333333,0.5,1,1,1,1.0,1.0,1.0,0.3114051818847656
144,legal_article_retrieval,article_number_diagnostic_for_legal,ما أحكام السلامة والصحة المهنية في بيئة العمل؟,121,121,nan|6.0|121.0|134.0|143.0,6|121|134|143,0,1,1,0.3333333333333333,0.5,0,1,1,0.5,0.63093,2.0,0.3298523426055908
145,legal_article_retrieval,article_number_diagnostic_for_legal,ما حقوق العاملة في إجازة الوضع؟,151,151,nan|151.0|154.0|nan|nan,151|154,0,1,1,0.5,0.6309297535714575,1,1,1,1.0,1.0,1.0,0.2973296642303467
